disk_idx,hole_idx,side,x_m,y_m,z_m
4,5,prox,0.0011465550000000003,0.019918584,0.0115
4,5,dist,0.029661330999999996,0.019918584,0.0115
4,6,prox,0.0011465550000000003,-0.019918584,0.0115
4,6,dist,0.029661330999999996,-0.019918584,0.0115
4,7,prox,0.0011465550000000003,0.019918584,-0.0115
4,7,dist,0.029661330999999996,0.019918584,-0.0115
4,8,prox,0.0011465550000000003,-0.019918584,-0.0115
4,8,dist,0.029661330999999996,-0.019918584,-0.0115
5,1,prox,0.007275,0.019986999999999998,-0.0115
5,1,dist,0.035789,0.019986999999999998,-0.0115
5,2,prox,0.007275,0.019986999999999998,0.0115
5,2,dist,0.035789,0.019986999999999998,0.0115
5,11,prox,0.007275,-0.019986999999999998,-0.0115
5,11,dist,0.035789,-0.019986999999999998,-0.0115
5,12,prox,0.007275,-0.019986999999999998,0.0115
5,12,dist,0.035789,-0.019986999999999998,0.0115
5,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
5,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
5,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
5,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
5,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
5,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
5,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
5,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
5,5,prox,0.004210555,0.0115,-0.019918584
5,5,dist,0.032725330999999996,0.0115,-0.019918584
5,6,prox,0.004210555,0.0115,0.019918584
5,6,dist,0.032725330999999996,0.0115,0.019918584
5,7,prox,0.004210555,-0.0115,-0.019918584
5,7,dist,0.032725330999999996,-0.0115,-0.019918584
5,8,prox,0.004210555,-0.0115,0.019918584
5,8,dist,0.032725330999999996,-0.0115,0.019918584
6,1,prox,0.004211,0.011568,0.019919
6,1,dist,0.032725000000000004,0.011568,0.019919
6,2,prox,0.004211,-0.011568,0.019919
6,2,dist,0.032725000000000004,-0.011568,0.019919
6,11,prox,0.004211,0.011568,-0.019919
6,11,dist,0.032725000000000004,0.011568,-0.019919
6,12,prox,0.004211,-0.011568,-0.019919
6,12,dist,0.032725000000000004,-0.011568,-0.019919
6,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
6,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
6,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
6,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
6,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
6,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
6,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
6,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
6,5,prox,0.0011465550000000003,0.019918584,0.0115
6,5,dist,0.029661330999999996,0.019918584,0.0115
6,6,prox,0.0011465550000000003,-0.019918584,0.0115
6,6,dist,0.029661330999999996,-0.019918584,0.0115
6,7,prox,0.0011465550000000003,0.019918584,-0.0115
6,7,dist,0.029661330999999996,0.019918584,-0.0115
6,8,prox,0.0011465550000000003,-0.019918584,-0.0115
6,8,dist,0.029661330999999996,-0.019918584,-0.0115
7,1,prox,0.007275,0.019986999999999998,-0.0115
7,1,dist,0.035789,0.019986999999999998,-0.0115
7,2,prox,0.007275,0.019986999999999998,0.0115
7,2,dist,0.035789,0.019986999999999998,0.0115
7,11,prox,0.007275,-0.019986999999999998,-0.0115
7,11,dist,0.035789,-0.019986999999999998,-0.0115
7,12,prox,0.007275,-0.019986999999999998,0.0115
7,12,dist,0.035789,-0.019986999999999998,0.0115
7,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
7,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
7,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
7,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
7,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
7,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
7,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
7,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
7,5,prox,0.004210555,0.0115,-0.019918584
7,5,dist,0.032725330999999996,0.0115,-0.019918584
7,6,prox,0.004210555,0.0115,0.019918584
7,6,dist,0.032725330999999996,0.0115,0.019918584
7,7,prox,0.004210555,-0.0115,-0.019918584
7,7,dist,0.032725330999999996,-0.0115,-0.019918584
7,8,prox,0.004210555,-0.0115,0.019918584
7,8,dist,0.032725330999999996,-0.0115,0.019918584
8,1,prox,0.004211,0.011568,0.019919
8,1,dist,0.032725000000000004,0.011568,0.019919
8,2,prox,0.004211,-0.011568,0.019919
8,2,dist,0.032725000000000004,-0.011568,0.019919
8,11,prox,0.004211,0.011568,-0.019919
8,11,dist,0.032725000000000004,0.011568,-0.019919
8,12,prox,0.004211,-0.011568,-0.019919
8,12,dist,0.032725000000000004,-0.011568,-0.019919
8,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
8,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
8,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
8,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
8,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
8,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
8,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
8,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
8,5,prox,0.0011465550000000003,0.019918584,0.0115
8,5,dist,0.029661330999999996,0.019918584,0.0115
8,6,prox,0.0011465550000000003,-0.019918584,0.0115
8,6,dist,0.029661330999999996,-0.019918584,0.0115
8,7,prox,0.0011465550000000003,0.019918584,-0.0115
8,7,dist,0.029661330999999996,0.019918584,-0.0115
8,8,prox,0.0011465550000000003,-0.019918584,-0.0115
8,8,dist,0.029661330999999996,-0.019918584,-0.0115
9,1,prox,0.007275,0.019986999999999998,-0.0115
9,1,dist,0.035789,0.019986999999999998,-0.0115
9,2,prox,0.007275,0.019986999999999998,0.0115
9,2,dist,0.035789,0.019986999999999998,0.0115
9,11,prox,0.007275,-0.019986999999999998,-0.0115
9,11,dist,0.035789,-0.019986999999999998,-0.0115
9,12,prox,0.007275,-0.019986999999999998,0.0115
9,12,dist,0.035789,-0.019986999999999998,0.0115
9,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
9,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
9,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
9,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
9,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
9,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
9,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
9,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
9,5,prox,0.004210555,0.0115,-0.019918584
9,5,dist,0.032725330999999996,0.0115,-0.019918584
9,6,prox,0.004210555,0.0115,0.019918584
9,6,dist,0.032725330999999996,0.0115,0.019918584
9,7,prox,0.004210555,-0.0115,-0.019918584
9,7,dist,0.032725330999999996,-0.0115,-0.019918584
9,8,prox,0.004210555,-0.0115,0.019918584
9,8,dist,0.032725330999999996,-0.0115,0.019918584
10,1,prox,0.004211,0.011568,0.019919
10,1,dist,0.032725000000000004,0.011568,0.019919
10,2,prox,0.004211,-0.011568,0.019919
10,2,dist,0.032725000000000004,-0.011568,0.019919
10,11,prox,0.004211,0.011568,-0.019919
10,11,dist,0.032725000000000004,0.011568,-0.019919
10,12,prox,0.004211,-0.011568,-0.019919
10,12,dist,0.032725000000000004,-0.011568,-0.019919
10,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
10,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
10,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
10,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
10,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
10,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
10,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
10,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
10,5,prox,0.0011465550000000003,0.019918584,0.0115
10,5,dist,0.029661330999999996,0.019918584,0.0115
10,6,prox,0.0011465550000000003,-0.019918584,0.0115
10,6,dist,0.029661330999999996,-0.019918584,0.0115
10,7,prox,0.0011465550000000003,0.019918584,-0.0115
10,7,dist,0.029661330999999996,0.019918584,-0.0115
10,8,prox,0.0011465550000000003,-0.019918584,-0.0115
10,8,dist,0.029661330999999996,-0.019918584,-0.0115
11,1,prox,0.007275,0.019986999999999998,-0.0115
11,1,dist,0.035789,0.019986999999999998,-0.0115
11,2,prox,0.007275,0.019986999999999998,0.0115
11,2,dist,0.035789,0.019986999999999998,0.0115
11,11,prox,0.007275,-0.019986999999999998,-0.0115
11,11,dist,0.035789,-0.019986999999999998,-0.0115
11,12,prox,0.007275,-0.019986999999999998,0.0115
11,12,dist,0.035789,-0.019986999999999998,0.0115
11,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
11,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
11,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
11,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
11,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
11,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
11,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
11,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
11,5,prox,0.004210555,0.0115,-0.019918584
11,5,dist,0.032725330999999996,0.0115,-0.019918584
11,6,prox,0.004210555,0.0115,0.019918584
11,6,dist,0.032725330999999996,0.0115,0.019918584
11,7,prox,0.004210555,-0.0115,-0.019918584
11,7,dist,0.032725330999999996,-0.0115,-0.019918584
11,8,prox,0.004210555,-0.0115,0.019918584
11,8,dist,0.032725330999999996,-0.0115,0.019918584
12,1,prox,0.004211,0.011568,0.019919
12,1,dist,0.032725000000000004,0.011568,0.019919
12,2,prox,0.004211,-0.011568,0.019919
12,2,dist,0.032725000000000004,-0.011568,0.019919
12,11,prox,0.004211,0.011568,-0.019919
12,11,dist,0.032725000000000004,0.011568,-0.019919
12,12,prox,0.004211,-0.011568,-0.019919
12,12,dist,0.032725000000000004,-0.011568,-0.019919
12,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
12,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
12,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
12,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
12,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
12,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
12,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
12,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
12,5,prox,0.0011465550000000003,0.019918584,0.0115
12,5,dist,0.029661330999999996,0.019918584,0.0115
12,6,prox,0.0011465550000000003,-0.019918584,0.0115
12,6,dist,0.029661330999999996,-0.019918584,0.0115
12,7,prox,0.0011465550000000003,0.019918584,-0.0115
12,7,dist,0.029661330999999996,0.019918584,-0.0115
12,8,prox,0.0011465550000000003,-0.019918584,-0.0115
12,8,dist,0.029661330999999996,-0.019918584,-0.0115
13,1,prox,0.007275,0.019986999999999998,-0.0115
13,1,dist,0.035789,0.019986999999999998,-0.0115
13,2,prox,0.007275,0.019986999999999998,0.0115
13,2,dist,0.035789,0.019986999999999998,0.0115
13,11,prox,0.007275,-0.019986999999999998,-0.0115
13,11,dist,0.035789,-0.019986999999999998,-0.0115
13,12,prox,0.007275,-0.019986999999999998,0.0115
13,12,dist,0.035789,-0.019986999999999998,0.0115
13,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
13,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
13,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
13,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
13,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
13,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
13,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
13,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
13,5,prox,0.004210555,0.0115,-0.019918584
13,5,dist,0.032725330999999996,0.0115,-0.019918584
13,6,prox,0.004210555,0.0115,0.019918584
13,6,dist,0.032725330999999996,0.0115,0.019918584
13,7,prox,0.004210555,-0.0115,-0.019918584
13,7,dist,0.032725330999999996,-0.0115,-0.019918584
13,8,prox,0.004210555,-0.0115,0.019918584
13,8,dist,0.032725330999999996,-0.0115,0.019918584
14,1,prox,0.004211,0.011568,0.019919
14,1,dist,0.032725000000000004,0.011568,0.019919
14,2,prox,0.004211,-0.011568,0.019919
14,2,dist,0.032725000000000004,-0.011568,0.019919
14,11,prox,0.004211,0.011568,-0.019919
14,11,dist,0.032725000000000004,0.011568,-0.019919
14,12,prox,0.004211,-0.011568,-0.019919
14,12,dist,0.032725000000000004,-0.011568,-0.019919
14,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
14,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
14,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
14,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
14,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
14,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
14,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
14,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
14,5,prox,0.0011465550000000003,0.019918584,0.0115
14,5,dist,0.029661330999999996,0.019918584,0.0115
14,6,prox,0.0011465550000000003,-0.019918584,0.0115
14,6,dist,0.029661330999999996,-0.019918584,0.0115
14,7,prox,0.0011465550000000003,0.019918584,-0.0115
14,7,dist,0.029661330999999996,0.019918584,-0.0115
14,8,prox,0.0011465550000000003,-0.019918584,-0.0115
14,8,dist,0.029661330999999996,-0.019918584,-0.0115
15,1,prox,0.007275,0.019986999999999998,-0.0115
15,1,dist,0.035789,0.019986999999999998,-0.0115
15,2,prox,0.007275,0.019986999999999998,0.0115
15,2,dist,0.035789,0.019986999999999998,0.0115
15,11,prox,0.007275,-0.019986999999999998,-0.0115
15,11,dist,0.035789,-0.019986999999999998,-0.0115
15,12,prox,0.007275,-0.019986999999999998,0.0115
15,12,dist,0.035789,-0.019986999999999998,0.0115
15,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
15,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
15,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
15,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
15,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
15,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
15,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
15,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
15,5,prox,0.004210555,0.0115,-0.019918584
15,5,dist,0.032725330999999996,0.0115,-0.019918584
15,6,prox,0.004210555,0.0115,0.019918584
15,6,dist,0.032725330999999996,0.0115,0.019918584
15,7,prox,0.004210555,-0.0115,-0.019918584
15,7,dist,0.032725330999999996,-0.0115,-0.019918584
15,8,prox,0.004210555,-0.0115,0.019918584
15,8,dist,0.032725330999999996,-0.0115,0.019918584
16,1,prox,0.004211,0.011568,0.019919
16,1,dist,0.032725000000000004,0.011568,0.019919
16,2,prox,0.004211,-0.011568,0.019919
16,2,dist,0.032725000000000004,-0.011568,0.019919
16,11,prox,0.004211,0.011568,-0.019919
16,11,dist,0.032725000000000004,0.011568,-0.019919
16,12,prox,0.004211,-0.011568,-0.019919
16,12,dist,0.032725000000000004,-0.011568,-0.019919
16,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
16,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
16,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
16,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
16,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
16,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
16,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
16,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
16,5,prox,0.0011465550000000003,0.019918584,0.0115
16,5,dist,0.029661330999999996,0.019918584,0.0115
16,6,prox,0.0011465550000000003,-0.019918584,0.0115
16,6,dist,0.029661330999999996,-0.019918584,0.0115
16,7,prox,0.0011465550000000003,0.019918584,-0.0115
16,7,dist,0.029661330999999996,0.019918584,-0.0115
16,8,prox,0.0011465550000000003,-0.019918584,-0.0115
16,8,dist,0.029661330999999996,-0.019918584,-0.0115
17,1,prox,0.007275,0.019986999999999998,-0.0115
17,1,dist,0.035789,0.019986999999999998,-0.0115
17,2,prox,0.007275,0.019986999999999998,0.0115
17,2,dist,0.035789,0.019986999999999998,0.0115
17,11,prox,0.007275,-0.019986999999999998,-0.0115
17,11,dist,0.035789,-0.019986999999999998,-0.0115
17,12,prox,0.007275,-0.019986999999999998,0.0115
17,12,dist,0.035789,-0.019986999999999998,0.0115
17,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
17,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
17,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
17,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
17,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
17,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
17,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
17,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
17,5,prox,0.004210555,0.0115,-0.019918584
17,5,dist,0.032725330999999996,0.0115,-0.019918584
17,6,prox,0.004210555,0.0115,0.019918584
17,6,dist,0.032725330999999996,0.0115,0.019918584
17,7,prox,0.004210555,-0.0115,-0.019918584
17,7,dist,0.032725330999999996,-0.0115,-0.019918584
17,8,prox,0.004210555,-0.0115,0.019918584
17,8,dist,0.032725330999999996,-0.0115,0.019918584
18,1,prox,0.004211,0.011568,0.019919
18,1,dist,0.032725000000000004,0.011568,0.019919
18,2,prox,0.004211,-0.011568,0.019919
18,2,dist,0.032725000000000004,-0.011568,0.019919
18,11,prox,0.004211,0.011568,-0.019919
18,11,dist,0.032725000000000004,0.011568,-0.019919
18,12,prox,0.004211,-0.011568,-0.019919
18,12,dist,0.032725000000000004,-0.011568,-0.019919
18,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
18,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
18,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
18,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
18,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
18,9,dist,0.031016585999999995,0.016263456000000003,-0.016263456000000003
18,10,prox,0.002880311,-0.016263456000000003,-0.016263456000000003
18,10,dist,0.031016585999999995,-0.016263456000000003,-0.016263456000000003
18,5,prox,0.0011465550000000003,0.019918584,0.0115
18,5,dist,0.029661330999999996,0.019918584,0.0115
18,6,prox,0.0011465550000000003,-0.019918584,0.0115
18,6,dist,0.029661330999999996,-0.019918584,0.0115
18,7,prox,0.0011465550000000003,0.019918584,-0.0115
18,7,dist,0.029661330999999996,0.019918584,-0.0115
18,8,prox,0.0011465550000000003,-0.019918584,-0.0115
18,8,dist,0.029661330999999996,-0.019918584,-0.0115
19,1,prox,0.007275,0.019986999999999998,-0.0115
19,1,dist,0.035789,0.019986999999999998,-0.0115
19,2,prox,0.007275,0.019986999999999998,0.0115
19,2,dist,0.035789,0.019986999999999998,0.0115
19,11,prox,0.007275,-0.019986999999999998,-0.0115
19,11,dist,0.035789,-0.019986999999999998,-0.0115
19,12,prox,0.007275,-0.019986999999999998,0.0115
19,12,dist,0.035789,-0.019986999999999998,0.0115
19,3,prox,0.005944311,0.016263456000000003,-0.016263456000000003
19,3,dist,0.034080585999999996,0.016263456000000003,-0.016263456000000003
19,4,prox,0.005944311,0.016263456000000003,0.016263456000000003
19,4,dist,0.034080585999999996,0.016263456000000003,0.016263456000000003
19,9,prox,0.005944311,-0.016263456000000003,-0.016263456000000003
19,9,dist,0.034080585999999996,-0.016263456000000003,-0.016263456000000003
19,10,prox,0.005944311,-0.016263456000000003,0.016263456000000003
19,10,dist,0.034080585999999996,-0.016263456000000003,0.016263456000000003
19,5,prox,0.004210555,0.0115,-0.019918584
19,5,dist,0.032725330999999996,0.0115,-0.019918584
19,6,prox,0.004210555,0.0115,0.019918584
19,6,dist,0.032725330999999996,0.0115,0.019918584
19,7,prox,0.004210555,-0.0115,-0.019918584
19,7,dist,0.032725330999999996,-0.0115,-0.019918584
19,8,prox,0.004210555,-0.0115,0.019918584
19,8,dist,0.032725330999999996,-0.0115,0.019918584
20,1,prox,0.004211,0.011568,0.019919
20,1,dist,0.032725000000000004,0.011568,0.019919
20,2,prox,0.004211,-0.011568,0.019919
20,2,dist,0.032725000000000004,-0.011568,0.019919
20,11,prox,0.004211,0.011568,-0.019919
20,11,dist,0.032725000000000004,0.011568,-0.019919
20,12,prox,0.004211,-0.011568,-0.019919
20,12,dist,0.032725000000000004,-0.011568,-0.019919
20,3,prox,0.002880311,0.016263456000000003,0.016263456000000003
20,3,dist,0.031016585999999995,0.016263456000000003,0.016263456000000003
20,4,prox,0.002880311,-0.016263456000000003,0.016263456000000003
20,4,dist,0.031016585999999995,-0.016263456000000003,0.016263456000000003
20,9,prox,0.002880311,0.016263456000000003,-0.016263456000000003
